Ensembl Gene ID	Gene Symbol	Assigned Tier	Possible Tiers	Pharos Protein Family
ENSG00000196415.10	PRTN3	T3	T3,T4	Enzyme
ENSG00000101213.7	PTK6	T3	T3,T4	Kinase
ENSG00000177189.14	RPS6KA3	T3	T3,T4	Kinase
ENSG00000100784.12	RPS6KA5	T3	T3,T4	Kinase
ENSG00000108443.14	RPS6KB1	T3	T3,T4	Kinase
ENSG00000118515.11	SGK1	T3	T3,T4	Kinase
ENSG00000078098.14	FAP	T3	T3,T4,T5	Enzyme
ENSG00000146276.12	GABRR1	T3	T3,T4,T5	Ion Channel
ENSG00000148053.16	NTRK2	T3	T3,T4,T5	Kinase
ENSG00000130234.11	ACE2	T3	T3,T5	Enzyme
ENSG00000115170.15	ACVR1	T3	T3,T5	Kinase
ENSG00000137845.15	ADAM10	T3	T3,T5	Enzyme
ENSG00000146242.9	TPBG	T3	T3,T5	Other
ENSG00000278540.5	ACACA	T3	T3,T4	Enzyme
ENSG00000076555.15	ACACB	T3	T3,T4	Enzyme
ENSG00000100312.11	ACR	T3	T3,T4	Enzyme
ENSG00000164742.16	ADCY1	T3	T3,T4	Enzyme
ENSG00000173175.14	ADCY5	T3	T3,T4	Enzyme
ENSG00000196139.14	AKR1C3	T3	T3,T4	Enzyme
ENSG00000112294.13	ALDH5A1	T3	T3,T4	Enzyme
ENSG00000108839.12	ALOX12	T3	T3,T4	Enzyme
ENSG00000161905.13	ALOX15	T3	T3,T4	Enzyme
ENSG00000132965.9	ALOX5AP	T3	T3,T4	Enzyme
ENSG00000171552.13	BCL2L1	T3	T3,T4	Other
ENSG00000102010.15	BMX	T3	T3,T4	Kinase
ENSG00000107159.13	CA9	T3	T3,T4	Enzyme
ENSG00000004660.15	CAMKK1	T3	T3,T4	Kinase
ENSG00000110931.19	CAMKK2	T3	T3,T4	Kinase
ENSG00000162909.18	CAPN2	T3	T3,T4	Other
ENSG00000138794.10	CASP6	T3	T3,T4	Enzyme
ENSG00000167258.15	CDK12	T3	T3,T4	Kinase
ENSG00000065883.16	CDK13	T3	T3,T4	Kinase
ENSG00000250506.7	CDK3	T3	T3,T4	Kinase
ENSG00000087237.12	CETP	T3	T3,T4	Other
ENSG00000174343.6	CHRNA9	T3	T3,T4	Ion Channel
ENSG00000213341.11	CHUK	T3	T3,T4	Kinase
ENSG00000106113.19	CRHR2	T3	T3,T4	GPCR
ENSG00000109861.16	CTSC	T3	T3,T4	Enzyme
ENSG00000196188.11	CTSE	T3	T3,T4	Enzyme
ENSG00000095596.12	CYP26A1	T3	T3,T4	Enzyme
ENSG00000135929.9	CYP27A1	T3	T3,T4	Enzyme
ENSG00000165841.11	CYP2C19	T3	T3,T4	Other
ENSG00000127334.11	DYRK2	T3	T3,T4	Kinase
ENSG00000182256.13	GABRG3	T3	T3,T4	Ion Channel
ENSG00000173020.11	GRK2	T3	T3,T4	Kinase
ENSG00000100077.15	GRK3	T3	T3,T4	Kinase
ENSG00000198873.12	GRK5	T3	T3,T4	Kinase
ENSG00000198822.10	GRM3	T3	T3,T4	GPCR
ENSG00000070019.5	GUCY2C	T3	T3,T4	Kinase
ENSG00000100453.13	GZMB	T3	T3,T4	Enzyme
ENSG00000101336.15	HCK	T3	T3,T4	Kinase
ENSG00000019991.18	HGF	T3	T3,T4	Enzyme
ENSG00000166333.14	ILK	T3	T3,T4	Kinase
ENSG00000161638.11	ITGA5	T3	T3,T4	Other
ENSG00000115221.12	ITGB6	T3	T3,T4	Other
ENSG00000117009.12	KMO	T3	T3,T4	Enzyme
ENSG00000130758.8	MAP3K10	T3	T3,T4	Kinase
ENSG00000073803.14	MAP3K13	T3	T3,T4	Kinase
ENSG00000091436.17	MAP3K20	T3	T3,T4	Kinase
ENSG00000071054.16	MAP4K4	T3	T3,T4	Kinase
ENSG00000188130.14	MAPK12	T3	T3,T4	Kinase
ENSG00000116141.16	MARK1	T3	T3,T4	Kinase
ENSG00000009724.17	MASP2	T3	T3,T4	Enzyme
ENSG00000153208.17	MERTK	T3	T3,T4	Kinase
ENSG00000164024.12	METAP1	T3	T3,T4	Enzyme
ENSG00000099875.14	MKNK2	T3	T3,T4	Kinase
ENSG00000196611.5	MMP1	T3	T3,T4	Enzyme
ENSG00000157227.13	MMP14	T3	T3,T4	Enzyme
ENSG00000102996.5	MMP15	T3	T3,T4	Enzyme
ENSG00000156103.16	MMP16	T3	T3,T4	Enzyme
ENSG00000198598.6	MMP17	T3	T3,T4	Enzyme
ENSG00000123342.16	MMP19	T3	T3,T4	Enzyme
ENSG00000137674.4	MMP20	T3	T3,T4	Enzyme
ENSG00000154485.5	MMP21	T3	T3,T4	Enzyme
ENSG00000125966.10	MMP24	T3	T3,T4	Enzyme
ENSG00000008516.17	MMP25	T3	T3,T4	Enzyme
ENSG00000167346.7	MMP26	T3	T3,T4	Enzyme
ENSG00000137675.5	MMP27	T3	T3,T4	Enzyme
ENSG00000271447.6	MMP28	T3	T3,T4	Enzyme
ENSG00000118113.12	MMP8	T3	T3,T4	Enzyme
ENSG00000164078.13	MST1R	T3	T3,T4	Kinase
ENSG00000137601.17	NEK1	T3	T3,T4	Kinase
ENSG00000117650.13	NEK2	T3	T3,T4	Kinase
ENSG00000187258.14	NPSR1	T3	T3,T4	GPCR
ENSG00000163545.11	NUAK2	T3	T3,T4	Kinase
ENSG00000175591.11	P2RY2	T3	T3,T4	GPCR
ENSG00000115252.18	PDE1A	T3	T3,T4	Enzyme
ENSG00000186642.16	PDE2A	T3	T3,T4	Enzyme
ENSG00000073417.15	PDE8A	T3	T3,T4	Enzyme
ENSG00000152256.14	PDK1	T3	T3,T4	Kinase
ENSG00000143393.16	PI4KB	T3	T3,T4	Kinase
ENSG00000198355.5	PIM3	T3	T3,T4	Kinase
ENSG00000170890.14	PLA2G1B	T3	T3,T4	Enzyme
ENSG00000142731.11	PLK4	T3	T3,T4	Kinase
ENSG00000198805.12	PNP	T3	T3,T4	Enzyme
ENSG00000085377.14	PREP	T3	T3,T4	Enzyme
ENSG00000072062.14	PRKACA	T3	T3,T4	Kinase
ENSG00000184304.16	PRKD1	T3	T3,T4	Kinase
ENSG00000105287.12	PRKD2	T3	T3,T4	Kinase
ENSG00000115825.10	PRKD3	T3	T3,T4	Kinase
ENSG00000115718.18	PROC	T3	T3,T4	Enzyme
ENSG00000196396.10	PTPN1	T3	T3,T4	Enzyme
ENSG00000134242.16	PTPN22	T3	T3,T4	Enzyme
ENSG00000127329.15	PTPRB	T3	T3,T4	Enzyme
ENSG00000117676.14	RPS6KA1	T3	T3,T4	Kinase
ENSG00000071242.12	RPS6KA2	T3	T3,T4	Kinase
ENSG00000072133.11	RPS6KA6	T3	T3,T4	Kinase
ENSG00000101049.17	SGK2	T3	T3,T4	Kinase
ENSG00000142178.9	SIK1	T3	T3,T4	Kinase
ENSG00000170145.5	SIK2	T3	T3,T4	Kinase
ENSG00000160584.16	SIK3	T3	T3,T4	Kinase
ENSG00000011083.9	SLC6A7	T3	T3,T4	Transporter
ENSG00000157106.17	SMG1	T3	T3,T4	Kinase
ENSG00000149418.11	ST14	T3	T3,T4	Other
ENSG00000059377.18	TBXAS1	T3	T3,T4	Enzyme
ENSG00000061938.19	TNK2	T3	T3,T4	Kinase
ENSG00000133107.15	TRPC4	T3	T3,T4	Ion Channel
ENSG00000072315.3	TRPC5	T3	T3,T4	Ion Channel
ENSG00000167723.15	TRPV3	T3	T3,T4	Ion Channel
ENSG00000074966.11	TXK	T3	T3,T4	Kinase
ENSG00000181408.3	UTS2R	T3	T3,T4	GPCR
ENSG00000122121.11	XPNPEP2	T3	T3,T4	Enzyme
ENSG00000180772.7	AGTR2	T3	T3,T4,T5	GPCR
ENSG00000173585.16	CCR9	T3	T3,T4,T5	GPCR
ENSG00000146904.9	EPHA1	T3	T3,T4,T5	Kinase
ENSG00000044524.11	EPHA3	T3	T3,T4,T5	Kinase
ENSG00000154928.18	EPHB1	T3	T3,T4,T5	Kinase
ENSG00000196411.10	EPHB4	T3	T3,T4,T5	Kinase
ENSG00000126262.4	FFAR2	T3	T3,T4,T5	GPCR
ENSG00000187730.9	GABRD	T3	T3,T4,T5	Ion Channel
ENSG00000102287.19	GABRE	T3	T3,T4,T5	Ion Channel
ENSG00000163285.8	GABRG1	T3	T3,T4,T5	Ion Channel
ENSG00000094755.17	GABRP	T3	T3,T4,T5	Ion Channel
ENSG00000111886.11	GABRR2	T3	T3,T4,T5	Ion Channel
ENSG00000121853.4	GHSR	T3	T3,T4,T5	GPCR
ENSG00000135898.10	GPR55	T3	T3,T4,T5	GPCR
ENSG00000196277.16	GRM7	T3	T3,T4,T5	GPCR
ENSG00000126010.6	GRPR	T3	T3,T4,T5	GPCR
ENSG00000160255.18	ITGB2	T3	T3,T4,T5	Other
ENSG00000184574.10	LPAR5	T3	T3,T4,T5	GPCR
ENSG00000152034.11	MCHR2	T3	T3,T4,T5	GPCR
ENSG00000180914.10	OXTR	T3	T3,T4,T5	GPCR
ENSG00000052344.16	PRSS8	T3	T3,T4,T5	Enzyme
ENSG00000171522.6	PTGER4	T3	T3,T4,T5	GPCR
ENSG00000267534.4	S1PR2	T3	T3,T4,T5	GPCR
ENSG00000006638.13	TBXA2R	T3	T3,T4,T5	GPCR
ENSG00000092445.12	TYRO3	T3	T3,T4,T5	Kinase
ENSG00000114739.14	ACVR2B	T3	T3,T5	Kinase
ENSG00000166825.14	ANPEP	T3	T3,T5	Enzyme
ENSG00000101017.14	CD40	T3	T3,T5	Other
ENSG00000066405.13	CLDN18	T3	T3,T5	Other
ENSG00000172322.14	CLEC12A	T3	T3,T5	Other
ENSG00000184371.14	CSF1	T3	T3,T5	Other
ENSG00000198223.16	CSF2RA	T3	T3,T5	Other
ENSG00000117298.16	ECE1	T3	T3,T5	Enzyme
ENSG00000186431.19	FCAR	T3	T3,T5	Other
ENSG00000204287.14	HLA-DRA	T3	T3,T5	Other
ENSG00000168685.15	IL7R	T3	T3,T5	Other
ENSG00000113441.16	LNPEP	T3	T3,T5	Enzyme
ENSG00000076706.17	MCAM	T3	T3,T5	Other
ENSG00000099250.18	NRP1	T3	T3,T5	Other
ENSG00000187764.11	SEMA4D	T3	T3,T5	Other
ENSG00000141469.18	SLC14A1	T3	T3,T5	Transporter
ENSG00000168003.16	SLC3A2	T3	T3,T5	Transporter
ENSG00000103257.9	SLC7A5	T3	T3,T5	Transporter
ENSG00000163513.19	TGFBR2	T3	T3,T5	Kinase
ENSG00000181409.14	AATK	T4	T4	Kinase
ENSG00000073734.10	ABCB11	T4	T4	Transporter
ENSG00000005471.18	ABCB4	T4	T4	Transporter
ENSG00000004846.16	ABCB5	T4	T4	Transporter
ENSG00000115657.14	ABCB6	T4	T4	Transporter
ENSG00000131269.19	ABCB7	T4	T4	Transporter
ENSG00000197150.12	ABCB8	T4	T4	Transporter
ENSG00000124574.15	ABCC10	T4	T4	Transporter
ENSG00000121270.15	ABCC11	T4	T4	Transporter
ENSG00000140798.16	ABCC12	T4	T4	Transporter
ENSG00000108846.16	ABCC3	T4	T4	Transporter
ENSG00000125257.16	ABCC4	T4	T4	Transporter
ENSG00000114770.17	ABCC5	T4	T4	Transporter
ENSG00000091262.15	ABCC6	T4	T4	Transporter
ENSG00000143322.21	ABL2	T4	T4	Kinase
ENSG00000129048.7	ACKR4	T4	T4	GPCR
ENSG00000093072.18	ADA2	T4	T4	Enzyme
ENSG00000072071.16	ADGRL1	T4	T4	GPCR
ENSG00000198099.8	ADH4	T4	T4	Enzyme
ENSG00000197894.11	ADH5	T4	T4	Enzyme
ENSG00000172955.17	ADH6	T4	T4	Enzyme
ENSG00000196344.11	ADH7	T4	T4	Enzyme
ENSG00000156110.14	ADK	T4	T4	Kinase
ENSG00000106624.11	AEBP1	T4	T4	Other
ENSG00000135744.8	AGT	T4	T4	Other
ENSG00000101444.13	AHCY	T4	T4	Enzyme
ENSG00000117448.13	AKR1A1	T4	T4	Enzyme
ENSG00000198074.10	AKR1B10	T4	T4	Enzyme
ENSG00000187134.14	AKR1C1	T4	T4	Enzyme
ENSG00000151632.17	AKR1C2	T4	T4	Enzyme
ENSG00000161618.10	ALDH16A1	T4	T4	Enzyme
ENSG00000165092.13	ALDH1A1	T4	T4	Enzyme
ENSG00000128918.15	ALDH1A2	T4	T4	Enzyme
ENSG00000184254.17	ALDH1A3	T4	T4	Enzyme
ENSG00000137124.8	ALDH1B1	T4	T4	Enzyme
ENSG00000144908.14	ALDH1L1	T4	T4	Enzyme
ENSG00000136010.14	ALDH1L2	T4	T4	Enzyme
ENSG00000108602.18	ALDH3A1	T4	T4	Enzyme
ENSG00000072210.19	ALDH3A2	T4	T4	Enzyme
ENSG00000006534.16	ALDH3B1	T4	T4	Enzyme
ENSG00000132746.15	ALDH3B2	T4	T4	Enzyme
ENSG00000159423.17	ALDH4A1	T4	T4	Enzyme
ENSG00000119711.13	ALDH6A1	T4	T4	Enzyme
ENSG00000164904.18	ALDH7A1	T4	T4	Enzyme
ENSG00000118514.14	ALDH8A1	T4	T4	Enzyme
ENSG00000143149.12	ALDH9A1	T4	T4	Enzyme
ENSG00000179477.11	ALOX12B	T4	T4	Enzyme
ENSG00000179593.16	ALOX15B	T4	T4	Enzyme
ENSG00000179148.9	ALOXE3	T4	T4	Enzyme
ENSG00000123505.18	AMD1	T4	T4	Enzyme
ENSG00000116748.21	AMPD1	T4	T4	Enzyme
ENSG00000116337.19	AMPD2	T4	T4	Enzyme
ENSG00000133805.15	AMPD3	T4	T4	Enzyme
ENSG00000154188.10	ANGPT1	T4	T4	Other
ENSG00000101280.8	ANGPT4	T4	T4	Other
ENSG00000116194.13	ANGPTL1	T4	T4	Other
ENSG00000136859.10	ANGPTL2	T4	T4	Other
ENSG00000167772.12	ANGPTL4	T4	T4	Other
ENSG00000130812.10	ANGPTL6	T4	T4	Other
ENSG00000171819.5	ANGPTL7	T4	T4	Other
ENSG00000170209.5	ANKK1	T4	T4	Kinase
ENSG00000084674.15	APOB	T4	T4	Other
ENSG00000078061.13	ARAF	T4	T4	Kinase
ENSG00000100299.18	ARSA	T4	T4	Enzyme
ENSG00000141337.12	ARSG	T4	T4	Enzyme
ENSG00000183876.9	ARSI	T4	T4	Enzyme
ENSG00000108684.14	ASIC2	T4	T4	Ion Channel
ENSG00000256394.3	ASIC5	T4	T4	Ion Channel
ENSG00000075673.11	ATP12A	T4	T4	Transporter
ENSG00000018625.15	ATP1A2	T4	T4	Transporter
ENSG00000105409.19	ATP1A3	T4	T4	Transporter
ENSG00000196296.14	ATP2A1	T4	T4	Transporter
ENSG00000174437.17	ATP2A2	T4	T4	Transporter
ENSG00000074370.18	ATP2A3	T4	T4	Transporter
ENSG00000157087.20	ATP2B2	T4	T4	Transporter
ENSG00000058668.14	ATP2B4	T4	T4	Transporter
ENSG00000064270.12	ATP2C2	T4	T4	Transporter
ENSG00000198049.7	AVPR1B	T4	T4	GPCR
ENSG00000155096.14	AZIN1	T4	T4	Enzyme
ENSG00000142920.17	AZIN2	T4	T4	Enzyme
ENSG00000172232.10	AZU1	T4	T4	Enzyme
ENSG00000140379.8	BCL2A1	T4	T4	Other
ENSG00000137875.4	BCL2L10	T4	T4	Other
ENSG00000129473.10	BCL2L2	T4	T4	Other
ENSG00000100739.11	BDKRB1	T4	T4	GPCR
ENSG00000136573.14	BLK	T4	T4	Kinase
ENSG00000168487.19	BMP1	T4	T4	Other
ENSG00000101425.14	BPI	T4	T4	Other
ENSG00000125999.11	BPIFB1	T4	T4	Other
ENSG00000078898.7	BPIFB2	T4	T4	Other
ENSG00000186190.7	BPIFB3	T4	T4	Other
ENSG00000186191.8	BPIFB4	T4	T4	Other
ENSG00000167104.11	BPIFB6	T4	T4	Other
ENSG00000184459.8	BPIFC	T4	T4	Other
ENSG00000160469.17	BRSK1	T4	T4	Kinase
ENSG00000174672.16	BRSK2	T4	T4	Kinase
ENSG00000139178.11	C1RL	T4	T4	Enzyme
ENSG00000166278.15	C2	T4	T4	Other
ENSG00000134830.6	C5AR2	T4	T4	GPCR
ENSG00000154975.14	CA10	T4	T4	Enzyme
ENSG00000063180.9	CA11	T4	T4	Enzyme
ENSG00000185015.8	CA13	T4	T4	Enzyme
ENSG00000174990.8	CA5A	T4	T4	Enzyme
ENSG00000169239.13	CA5B	T4	T4	Enzyme
ENSG00000131686.15	CA6	T4	T4	Enzyme
ENSG00000178538.10	CA8	T4	T4	Enzyme
ENSG00000141837.21	CACNA1A	T4	T4	Ion Channel
ENSG00000084774.14	CAD	T4	T4	Other
ENSG00000004948.15	CALCR	T4	T4	GPCR
ENSG00000134072.11	CAMK1	T4	T4	Kinase
ENSG00000183049.12	CAMK1D	T4	T4	Kinase
ENSG00000008118.10	CAMK1G	T4	T4	Kinase
ENSG00000070808.16	CAMK2A	T4	T4	Kinase
ENSG00000058404.20	CAMK2B	T4	T4	Kinase
ENSG00000148660.20	CAMK2G	T4	T4	Kinase
ENSG00000152495.11	CAMK4	T4	T4	Kinase
ENSG00000164076.17	CAMKV	T4	T4	Kinase
ENSG00000014216.16	CAPN1	T4	T4	Other
ENSG00000147044.21	CASK	T4	T4	Kinase
ENSG00000106144.20	CASP2	T4	T4	Enzyme
ENSG00000165806.21	CASP7	T4	T4	Enzyme
ENSG00000064012.22	CASP8	T4	T4	Enzyme
ENSG00000132906.18	CASP9	T4	T4	Enzyme
ENSG00000036828.17	CASR	T4	T4	GPCR
ENSG00000175294.6	CATSPER1	T4	T4	Ion Channel
ENSG00000166762.19	CATSPER2	T4	T4	Ion Channel
ENSG00000152705.8	CATSPER3	T4	T4	Ion Channel
ENSG00000188782.9	CATSPER4	T4	T4	Ion Channel
ENSG00000159228.13	CBR1	T4	T4	Enzyme
ENSG00000159231.6	CBR3	T4	T4	Enzyme
ENSG00000163394.6	CCKAR	T4	T4	GPCR
ENSG00000110148.10	CCKBR	T4	T4	GPCR
ENSG00000183625.15	CCR3	T4	T4	GPCR
ENSG00000121797.10	CCRL2	T4	T4	GPCR
ENSG00000177675.8	CD163L1	T4	T4	Other
ENSG00000073754.6	CD5L	T4	T4	Other
ENSG00000164045.12	CDC25A	T4	T4	Enzyme
ENSG00000101224.17	CDC25B	T4	T4	Enzyme
ENSG00000158402.20	CDC25C	T4	T4	Enzyme
ENSG00000143776.18	CDC42BPA	T4	T4	Kinase
ENSG00000198752.11	CDC42BPB	T4	T4	Kinase
ENSG00000185324.22	CDK10	T4	T4	Kinase
ENSG00000008128.23	CDK11A	T4	T4	Kinase
ENSG00000058091.17	CDK14	T4	T4	Kinase
ENSG00000138395.17	CDK15	T4	T4	Kinase
ENSG00000102225.16	CDK16	T4	T4	Kinase
ENSG00000059758.8	CDK17	T4	T4	Kinase
ENSG00000117266.15	CDK18	T4	T4	Kinase
ENSG00000156345.17	CDK20	T4	T4	Kinase
ENSG00000100490.9	CDKL1	T4	T4	Kinase
ENSG00000138769.11	CDKL2	T4	T4	Kinase
ENSG00000006837.12	CDKL3	T4	T4	Kinase
ENSG00000008086.13	CDKL5	T4	T4	Kinase
ENSG00000170835.16	CEL	T4	T4	Enzyme
ENSG00000139610.2	CELA1	T4	T4	Enzyme
ENSG00000142615.8	CELA2A	T4	T4	Enzyme
ENSG00000198848.13	CES1	T4	T4	Enzyme
ENSG00000172831.14	CES2	T4	T4	Enzyme
ENSG00000172828.13	CES3	T4	T4	Enzyme
ENSG00000172824.16	CES4A	T4	T4	Enzyme
ENSG00000159398.16	CES5A	T4	T4	Enzyme
ENSG00000243649.9	CFB	T4	T4	Other
ENSG00000070748.19	CHAT	T4	T4	Enzyme
ENSG00000166664.14	CHRFAM7A	T4	T4	Other
ENSG00000129749.3	CHRNA10	T4	T4	Ion Channel
ENSG00000120903.13	CHRNA2	T4	T4	Ion Channel
ENSG00000112144.15	CILK1	T4	T4	Kinase
ENSG00000122966.16	CIT	T4	T4	Kinase
ENSG00000188037.12	CLCN1	T4	T4	Ion Channel
ENSG00000114859.16	CLCN2	T4	T4	Ion Channel
ENSG00000109572.14	CLCN3	T4	T4	Ion Channel
ENSG00000073464.12	CLCN4	T4	T4	Ion Channel
ENSG00000171365.17	CLCN5	T4	T4	Ion Channel
ENSG00000186510.12	CLCNKA	T4	T4	Ion Channel
ENSG00000176444.19	CLK2	T4	T4	Kinase
ENSG00000179335.18	CLK3	T4	T4	Kinase
ENSG00000113240.13	CLK4	T4	T4	Kinase
ENSG00000092009.10	CMA1	T4	T4	Enzyme
ENSG00000198515.14	CNGA1	T4	T4	Ion Channel
ENSG00000183862.5	CNGA2	T4	T4	Ion Channel
ENSG00000144191.12	CNGA3	T4	T4	Ion Channel
ENSG00000132259.13	CNGA4	T4	T4	Ion Channel
ENSG00000170289.12	CNGB3	T4	T4	Ion Channel
ENSG00000091704.10	CPA1	T4	T4	Enzyme
ENSG00000158516.12	CPA2	T4	T4	Enzyme
ENSG00000163751.4	CPA3	T4	T4	Enzyme
ENSG00000128510.12	CPA4	T4	T4	Enzyme
ENSG00000158525.15	CPA5	T4	T4	Enzyme
ENSG00000165078.13	CPA6	T4	T4	Enzyme
ENSG00000153002.12	CPB1	T4	T4	Enzyme
ENSG00000109472.14	CPE	T4	T4	Enzyme
ENSG00000135678.12	CPM	T4	T4	Enzyme
ENSG00000120054.12	CPN1	T4	T4	Enzyme
ENSG00000110090.13	CPT1A	T4	T4	Enzyme
ENSG00000205560.13	CPT1B	T4	T4	Enzyme
ENSG00000088882.8	CPXM1	T4	T4	Enzyme
ENSG00000121898.13	CPXM2	T4	T4	Enzyme
ENSG00000109625.19	CPZ	T4	T4	Enzyme
ENSG00000120088.15	CRHR1	T4	T4	GPCR
ENSG00000103653.16	CSK	T4	T4	Kinase
ENSG00000168925.12	CTRB1	T4	T4	Enzyme
ENSG00000162438.12	CTRC	T4	T4	Enzyme
ENSG00000164733.21	CTSB	T4	T4	Enzyme
ENSG00000117984.14	CTSD	T4	T4	Enzyme
ENSG00000174080.11	CTSF	T4	T4	Enzyme
ENSG00000100448.4	CTSG	T4	T4	Enzyme
ENSG00000103811.17	CTSH	T4	T4	Enzyme
ENSG00000136943.11	CTSV	T4	T4	Enzyme
ENSG00000100243.21	CYB5R3	T4	T4	Enzyme
ENSG00000179142.2	CYP11B2	T4	T4	Other
ENSG00000140465.14	CYP1A1	T4	T4	Other
ENSG00000140505.7	CYP1A2	T4	T4	Other
ENSG00000138061.12	CYP1B1	T4	T4	Other
ENSG00000119004.16	CYP20A1	T4	T4	Other
ENSG00000231852.9	CYP21A2	T4	T4	Enzyme
ENSG00000019186.10	CYP24A1	T4	T4	Enzyme
ENSG00000003137.8	CYP26B1	T4	T4	Other
ENSG00000187553.10	CYP26C1	T4	T4	Other
ENSG00000111012.10	CYP27B1	T4	T4	Enzyme
ENSG00000197838.5	CYP2A13	T4	T4	Other
ENSG00000255974.8	CYP2A6	T4	T4	Other
ENSG00000198077.10	CYP2A7	T4	T4	Other
ENSG00000197408.10	CYP2B6	T4	T4	Other
ENSG00000108242.13	CYP2C18	T4	T4	Other
ENSG00000138115.14	CYP2C8	T4	T4	Other
ENSG00000138109.11	CYP2C9	T4	T4	Other
ENSG00000100197.22	CYP2D6	T4	T4	Enzyme
ENSG00000130649.10	CYP2E1	T4	T4	Other
ENSG00000197446.9	CYP2F1	T4	T4	Other
ENSG00000134716.11	CYP2J2	T4	T4	Other
ENSG00000186104.10	CYP2R1	T4	T4	Enzyme
ENSG00000167600.14	CYP2S1	T4	T4	Other
ENSG00000155016.18	CYP2U1	T4	T4	Other
ENSG00000073067.14	CYP2W1	T4	T4	Other
ENSG00000146233.8	CYP39A1	T4	T4	Enzyme
ENSG00000160868.15	CYP3A4	T4	T4	Enzyme
ENSG00000021461.17	CYP3A43	T4	T4	Enzyme
ENSG00000106258.15	CYP3A5	T4	T4	Enzyme
ENSG00000160870.14	CYP3A7	T4	T4	Enzyme
ENSG00000036530.9	CYP46A1	T4	T4	Enzyme
ENSG00000187048.13	CYP4A11	T4	T4	Other
ENSG00000162365.12	CYP4A22	T4	T4	Other
ENSG00000142973.14	CYP4B1	T4	T4	Other
ENSG00000171903.16	CYP4F11	T4	T4	Enzyme
ENSG00000186204.15	CYP4F12	T4	T4	Other
ENSG00000186115.13	CYP4F2	T4	T4	Enzyme
ENSG00000171954.13	CYP4F22	T4	T4	Other
ENSG00000186529.16	CYP4F3	T4	T4	Enzyme
ENSG00000186526.13	CYP4F8	T4	T4	Other
ENSG00000145476.16	CYP4V2	T4	T4	Other
ENSG00000186377.8	CYP4X1	T4	T4	Other
ENSG00000186160.5	CYP4Z1	T4	T4	Other
ENSG00000167910.4	CYP7A1	T4	T4	Enzyme
ENSG00000172817.4	CYP7B1	T4	T4	Enzyme
ENSG00000180432.6	CYP8B1	T4	T4	Enzyme
ENSG00000196730.13	DAPK1	T4	T4	Kinase
ENSG00000035664.11	DAPK2	T4	T4	Kinase
ENSG00000167657.14	DAPK3	T4	T4	Kinase
ENSG00000133083.14	DCLK1	T4	T4	Kinase
ENSG00000170390.16	DCLK2	T4	T4	Kinase
ENSG00000163673.7	DCLK3	T4	T4	Kinase
ENSG00000178700.8	DHFR2	T4	T4	Enzyme
ENSG00000157379.14	DHRS1	T4	T4	Enzyme
ENSG00000167536.14	DHRS13	T4	T4	Enzyme
ENSG00000100867.15	DHRS2	T4	T4	Enzyme
ENSG00000162496.9	DHRS3	T4	T4	Enzyme
ENSG00000157326.19	DHRS4	T4	T4	Enzyme
ENSG00000187630.17	DHRS4L2	T4	T4	Enzyme
ENSG00000100612.14	DHRS7	T4	T4	Enzyme
ENSG00000109016.17	DHRS7B	T4	T4	Enzyme
ENSG00000184544.11	DHRS7C	T4	T4	Enzyme
ENSG00000073737.16	DHRS9	T4	T4	Enzyme
ENSG00000169084.15	DHRSX	T4	T4	Enzyme
ENSG00000211452.11	DIO1	T4	T4	Enzyme
ENSG00000197406.7	DIO3	T4	T4	Enzyme
ENSG00000091140.14	DLD	T4	T4	Enzyme
ENSG00000187908.19	DMBT1	T4	T4	Other
ENSG00000104936.18	DMPK	T4	T4	Kinase
ENSG00000175497.17	DPP10	T4	T4	Enzyme
ENSG00000130226.17	DPP6	T4	T4	Enzyme
ENSG00000142002.17	DPP9	T4	T4	Enzyme
ENSG00000108861.9	DUSP3	T4	T4	Enzyme
ENSG00000143479.17	DYRK3	T4	T4	Kinase
ENSG00000010219.13	DYRK4	T4	T4	Kinase
ENSG00000183317.17	EPHA10	T4	T4	Kinase
ENSG00000080224.17	EPHA6	T4	T4	Kinase
ENSG00000135333.14	EPHA7	T4	T4	Kinase
ENSG00000070886.12	EPHA8	T4	T4	Kinase
ENSG00000106123.12	EPHB6	T4	T4	Kinase
ENSG00000121053.6	EPX	T4	T4	Enzyme
ENSG00000023318.8	ERP44	T4	T4	Other
ENSG00000173153.16	ESRRA	T4	T4	Nuclear Receptor
ENSG00000119715.15	ESRRB	T4	T4	Nuclear Receptor
ENSG00000164089.9	ETNPPL	T4	T4	Enzyme
ENSG00000124491.16	F13A1	T4	T4	Enzyme
ENSG00000165140.11	FBP1	T4	T4	Enzyme
ENSG00000085265.11	FCN1	T4	T4	Other
ENSG00000160339.16	FCN2	T4	T4	Other
ENSG00000142748.12	FCN3	T4	T4	Other
ENSG00000079459.13	FDFT1	T4	T4	Enzyme
ENSG00000151422.13	FER	T4	T4	Kinase
ENSG00000182511.12	FES	T4	T4	Kinase
ENSG00000186188.11	FFAR4	T4	T4	GPCR
ENSG00000171560.16	FGA	T4	T4	Other
ENSG00000171564.11	FGB	T4	T4	Other
ENSG00000171557.17	FGG	T4	T4	Other
ENSG00000104760.17	FGL1	T4	T4	Other
ENSG00000127951.7	FGL2	T4	T4	Other
ENSG00000000938.13	FGR	T4	T4	Kinase
ENSG00000141756.19	FKBP10	T4	T4	Enzyme
